sentence,keyword
"Why do you think the author was "" itching "" to get out and speak again after their first Toastmaster speech ?","['after', 'and']"
What may happen before practice ?,['before']
What will happen after the reading that the narrator is going to ?,['after']
What might happen after she thinks about Doug during the Tarot card reading ?,['after']
What may happen after sending out the plurks ?,['after']
Why was the speaker able to take possession of a bike that had been earmarked for donation ?,['for']
What will I do if Chuck gets an appointment today ?,['if']
What happens next ?,['next']
What may have happened if he did n't spend the day labeling photos ?,['if']
What was the reason for the tidy room ?,['for']
Why are Eric and the subject so fond of each other ?,['and']
Why may the apartment the narrator and Eric are looking at be so clean ?,['and']
Why was the person the narrator was speaking of not in trouble for having glitter on their military helmet ?,['for']
What is the narrator presently hungry for ?,['for']
What will happen to the narrator after this latest stop ?,['after']
What may have happened before they agreed to go ?,['before']
What may happen if Laguna never went to the island ?,['if']
What was the reason for killing the pests ?,['for']
What will the parents do next after eating at the restaurant ?,"['after', 'next']"
What may happen before we go to a restaurant ?,['before']
What may be the reason for them taking a nap ?,['for']
What would likely happen if a woman shows strong interest in this man immediately ?,['if']
Why is Roger 's face so red and flushed ?,['and']
What would the narrator do if they saw their child dressing as such ?,"['if', 'as']"
What should we do if we want to achieve our goals ?,['if']
Why are some people relieved for Aislinn ?,['for']
What may happen in their story next ?,['next']
What may be the reason for having a book problem ?,['for']
Why does the narrator have such antipathy for the man next him ?,"['next', 'for']"
What may happen after that night ?,['after']
What maybe the reason for me to post this ?,['for']
"How can "" nothing "" and "" everything "" happen at the same time ?",['and']
Why is the subject of the narrator 's dialogue showing clear exertion and movement ?,['and']
What may have happened if i wrote follow - ups ?,['if']
Why did the narrator call David as soon as possible ?,"['as', 'as soon as']"
What may be the reason for them making those mistakes ?,['for']
Which of these probably happened after I grew up ?,['after']
What will the writer 's sister most likely do after today 's lesson ?,['after']
Why is the narrator not working today as it 's a Monday ?,['as']
What may I have been feeling before I got to work ?,['before']
what may happen after they headed back to Littleton ?,['after']
How may I have been feeling before introducing myself to the girls ?,['before']
what may happen if there were no expedition planned ?,['if']
What leads the neighbor to have poor boundaries and constantly spy on the speaker ?,['and']
What may happen after he teaches him about riding and shooting ?,"['after', 'and']"
What may happen after they get their apartment ?,['after']
Why are people talking about the narrator and Martin ?,['and']
What may be the reason for me to wake up ?,['for']
what may be the reason for them telling the designer the person did n't look good ?,['for']
What might I have learned about myself after this incident ?,['after']
What may happen after the talk with Melanie ?,['after']
Where will these people likely go next ?,['next']
What happens when I see children that are healthy and happy .,['and']
What may happen after i keep testing him ?,['after']
What may happen before looking for shift coverage ?,"['before', 'for']"
What may have happened before this ?,['before']
What may have happened after the waiter made his comment ?,['after']
What may be the reason for unpacking and needing new items ?,"['and', 'for']"
What might I do if it keeps raining in Halifax ?,['if']
Why might she and her army be after me that i ran away ?,"['after', 'and']"
How is the narrator feeling after that flip ?,['after']
What may be the reason for making all of this product ?,['for']
What may happen after the fight ?,['after']
What do we know about Kayla 's hair before she got her hair done ?,['before']
How did the author feel after reaching the top of the mountain,['after']
What is the narrator describing overall ?,['overall']
What may be the reason for job customers ?,['for']
What might be the next step we will take with our housekeeper ?,['next']
How do my brother and I compare ?,['and']
What may be the reason for their visit to the doctor ?,['for']
What would happen if the alarms could n't get fixed ?,['if']
What may be the reason for them staying overnight ?,['for']
Why do I always feel content drinking soda instead of partying with everyone else ?,"['instead', 'else']"
What type of cuisine is the narrator deciding to prepare for dinner ?,['for']
What happened after the community lost its water ?,['after']
What was the source of the ater before ?,['before']
What happened before ?,['before']
What may have happened before they started giving advice ?,['before']
What may happen after taking a beer to drink ?,['after']
What may be the reason for them being so tired ?,['for']
What may be the reason for my post ?,['for']
What are some treatment options for fibromyalgia ?,['for']
What are the kings and why does the narrator care so much ?,['and']
What might one do after returning from work at eight pm ?,['after']
Why did n't I get enough rest before my trip ?,['before']
What may happen after we leave the restaurant ?,['after']
What may not happen after we leave the restaurant ?,['after']
What will I probably eat before my class starts ?,['before']
What may be the reason for this photo shoot ?,['for']
Why were Many and Nick smiling ?,['and']
What may happen before picking up Coral from Grampy and Grammy 's house ?,"['before', 'and']"
What was the reason for my bliss ?,['for']
What was the reason for cancelling the interviews ?,['for']
Why is the person feeling confident after the interview ?,['after']
What may I be looking for information on ?,['for']
How did I feel after looking out the window ?,['after']
What leads the speaker to refer to IKEA as a small country ?,['as']
What may happen after seeing Greta ?,['after']
Why would Alabama pay for my insurance ?,['for']
What may happen if you do nt take your medication ?,['if']
What will happen if the narrator plays piano in a week or so ?,"['if', 'or']"
Why were the workers paired off into teams of two or three ?,['or']
Why did William turn and walk away from you ?,['and']
What may be the reason for their distraction from work ?,['for']
What happens after an incident ?,['after']
What does the writer believe would have happened if we had stayed true to the American dream ?,['if']
What may be the reason for them discussing this topic ?,['for']
What may be the reason for their confusion on where they stand with this person ?,['for']
What will the writer most likely do after this discussion ?,['after']
What do you suppose happened before they had lunch ?,['before']
What will the narrator do after getting to the office ?,['after']
Why did they decide to pull an all nighter and sleep late ?,['and']
What might happen if I was religious ?,['if']
Why is the speaker so excited that they get so sleep in and then spend the day alone ?,['and']
If the narrator 's sister is accepted to the program what state will she be living after graduating ?,"['if', 'after']"
Why did they use their phone for the graphic work ?,['for']
Why is the narrator feeling so anxious and nervous ?,['and']
Why am I telling myself it as an interesting day ?,['as']
What will the narrator do after school is completed ?,['after']
What will happen next between the subject and narrator ?,"['next', 'and']"
What may happen after ?,['after']
What did we do after hearing the call over the radio ?,['after']
What would happen if I was not working ?,['if']
What may happen after they are done looking at the FBI 's job page ?,['after']
What would happen if I do n't cut back ?,['if']
What happened between you and your ex - boyfriend before he started stalking you ?,"['before', 'and']"
What may have happened if he did not have these thoughts ?,['if']
What did the person do before he was shown stuff representative of the country he was in .,['before']
What may be the reason for them not backing it up ?,['for']
What may be the reason for their criticism ?,['for']
Why does the narrator credit her for his position today ?,['for']
What may happen after this realization ?,['after']
What may be the reason for having to take the picture quickly ?,['for']
What may happened after Pam leaves ?,['after']
What will the narrator do next after shopping ?,"['after', 'next']"
What is the reason being allowed to work earlier means you are doing well ?,['earlier']
What happened after my last update ?,['after']
Why has the narrator and their friends been working so hard lately ?,['and']
What might have happened to me before BF 3 was told the secret I was afraid would be revealed ?,['before']
What happened to me after I never did it,['after']
What may happen if the camera is bulky and heavy ?,"['if', 'and']"
What happened before the stranger complimented you ?,['before']
What happened after the compliment ?,['after']
Where may I have gone earlier in the day ?,['earlier']
What may have happened if his head was not full of information ?,['if']
What may be the reason for not having internet ?,['for']
What impressed them most about the race they had watched the day before ?,['before']
Who called and was coming to visit and would get to meet my friends ?,['and']
Why is the narrator much cheerier after the weekend ?,['after']
What may have happened before I took old clothes to the secondhand store ?,['before']
What may happen after they experience this issue ?,['after']
What may be the reason for making home improvements now ?,['for']
What may happen after I sent the message to Andrew ?,['after']
What may happen after the man puts his hands on my knees ?,['after']
What may happen after they see the path ?,['after']
What still needs to get done ?,['still']
Is the narrator prepared for the move to Oklahoma City ?,['for']
What happened after the man compared outfits to put on ?,['after']
What may have been the plausible reason for me sitting on the bench ?,['for']
what may happen if I did not   tell her to make a decision for me ?,"['if', 'for']"
What may happen after the a.c . is turned off ?,['after']
What may happen after a visit from honeybunny ?,['after']
What is to happen to the narrator once the lights go out ?,['once']
What may have happened before the pounding on the door ?,['before']
What may happen after walking up the hill ?,['after']
What may happen if I do not take a break from work ?,['if']
What may have happened after the drunk man started berating them ?,['after']
What may be the reason for their interest in Android products ?,['for']
What may happen after seeing the post note on the board ?,['after']
What may have happened before they started jogging again ?,['before']
What may happen after unlocking our cell in NZ ?,['after']
What may happen if this continues for a few more years ?,"['if', 'for']"
What may be the reason for being so excited about a car ?,['for']
What may be the reason for their choice of salad ?,['for']
What may be the reason for needing police to steer traffic ?,['for']
what may happen after my mother comes home ?,['after']
What does the alter do for me ?,['for']
What may happen after they took their photos ?,['after']
What if the classic work by Kahneman and Tversky was not written ?,"['if', 'and']"
What may i have studied before previously ?,['before']
What might have happened before this person had this dream ?,['before']
Why is the speaker sitting in there room and crying as a result of the subject 's behavior ?,"['as', 'and', 'as a result']"
What may be the reason for leaving that amount for a tip ?,['for']
What may happen after hurricane Gustav hits New Orleans ?,['after']
What will I receive next week after I complain ?,"['after', 'next']"
What may be the reason for them failing even though they studied so hard ?,"['though', 'for']"
What may happen after taking makeup artistry ?,['after']
What should I have been doing instead of updating my twitter ?,['instead']
What may happen after I turn to face her ?,['after']
What might be the reason you could say he was n't playing and trying to freak me out ?,['and']
What may be the reason for needing a framed poster for inspiration ?,['for']
What may be the reason for him being at the church for only 3 weeks ?,['for']
What may be the reason for the event described ?,['for']
What may happen after being asked to hang out ?,['after']
What happened after Gracie started having seizures ?,['after']
What might this water system be used for ?,['for']
Why is rainwater being collected and moved into the cistern ?,['and']
What may be the reason for them being discharged from PT ?,['for']
What may be the reason for their upset feelings ?,['for']
What may happen before Rutger got his suitcase ?,['before']
What is the narrator going shopping for ?,['for']
Why may some be upset at Kurogane and his behavior ?,['and']
What may have happened after they finished the essay ?,['after']
What may happen after following God ?,['after']
What may happen if I did n't get that job ?,['if']
What may I do after I came to my conclusion,['after']
how can he almost always decide which girl is good for romance or dating ?,"['or', 'for']"
What may happen if you get any new insights ?,['if']
Why is the narrator continuing his search for a partner ?,['for']
What may the narrator seek next after his dialogue ?,"['after', 'next']"
What would happen if the person wishes to improve their life ?,['if']
What is the narrator likely to do after reaching this conclusion ?,['after']
Why is this person looking for epiphany ?,['for']
"Why am I discussing "" epiphanies "" , "" new insights "" and "" Living "" ?",['and']
What did Eloise and I do at home ?,['and']
what may happen before using a deposited check ?,['before']
Why would Peter be smiling wider as he saw my reaction ?,['as']
What are the friends likely to do after watching the video ?,['after']
What May happen If i am not strong enough,['if']
Why are Pete and I so close together and touching one another ?,['and']
What was I still wearing as I left ?,"['still', 'as']"
"why did Joe say : But you look so good like that "" ?",['but']
Why are Joe and Andy looking apoplectic ?,['and']
What would Pete and I do next before heading back off into our separate lives ?,"['before', 'next', 'and']"
What is the reason that their whispering indicates they wo n't bother to check into the noise further ?,['further']
What will happen after they set up the camera ?,['after']
What happened before Pete 's lips was pressed into mine,['before']
What may happen after they explain how bad life has been to them ?,['after']
Why is the cat meowing so loudly and obnoxiously ?,['and']
Why would the writer 's family suggest that they look for a new job ?,['for']
Why do I say it 's horrible because he liked Problem Child in the theater ?,['because']
What supplies did you need for the project ?,['for']
What does Luc Robitaille do for a living ?,['for']
How might the puppy react if petted by children ?,['if']
What is the purpose of listing things like lovingly home reared and showing a photo of the puppy ?,['and']
Why did I not wear the leather pants and fishnets ?,['and']
what is the best way for the food in question to be purchased ?,['for']
Why would Joanne and Thelma be cooperative despite their differences ?,['and']
What may br the reason for my exes post to me ?,['for']
Why are they talking about Firefly and Atlantis ?,['and']
Why had the window cleaner been between the two windows for so long ?,['for']
What had happened right before they ate their food ?,['before']
What do you suppose he will do now that his father said he can not have his four friends over later on ?,"['later', 'now that']"
What might be the reason for them smoking ?,['for']
What type of theme is the narrator going for ?,['for']
What will the narrator do the next time they are stressed ?,['next']
What may happen to the narrator after this experience ?,['after']
How may one choose to describe the narrator after hearing this ?,['after']
What was making the situation uncomfortable for the narrator ?,['for']
What may be the reason for selling something they ca n't use on Ebay ?,['for']
What may be the reason for their interest in a jogging stroller ?,['for']
What may be the reason for for the post ?,['for']
What may be the reason for selling a house they still think is adorable ?,"['still', 'for']"
What may happen after arriving in Australia ?,['after']
What kind of animal may i have as a pet ?,['as']
Who would best alleviate these issues for the OP ?,['for']
Why did being imprisoned prompt the speaker to reflect on and realize the true nature of morality ?,['and']
what will happen after they broke up ?,['after']
What may happen to me if I did n't talk to the man with a dog ?,['if']
What may happen after the doctor visit ?,['after']
Why does the narrator and their friends feel so sluggish ?,['and']
What may have happened before I started talking to Andrew 's friends again ?,['before']
What may have happened if me and Andrew did n't break up ?,"['if', 'and']"
Why did n't she have a use for a toaster ?,['for']
What may be the reason for the concern of the girl 's survival ?,['for']
Who was it that was using the narrators middle name instead of their first ?,['instead']
What may be a fact about the speaker and their family ?,['and']
Why would the narrator be happy to receive the rum and coke ?,['and']
What lead the speaker to want to learn about maintenance tasks and how to implement a system ?,['and']
What may happen if the barbecue was at my place instead ?,"['if', 'instead']"
What might be the day I was sitting and watching TV with my coworker ?,['and']
How may Ashley and Taylor continue their partnership ?,['and']
How is the narrator feeling after the farm show ?,['after']
What was the reason for my search ?,['for']
What may happen if you ca nt get on the map ?,['if']
What gift would have been more common for the neighbor to have given to the narrator based on the neighbors job ?,['for']
What happened before this event ?,['before']
What may happen to the speaker after the argument ?,['after']
What may be the reason for them locking the cat in the basement ?,['for']
What may happen after the tribute concert for Pink Floyd ?,"['after', 'for']"
What happened before they went to dinner ?,['before']
What may I have done before installing the bookshelf ?,['before']
What is the reason for girls being at Kristen 's parents ' house ?,['for']
What will the girls do after they leave the pool ?,['after']
What may be the reason for him jumping in like that even though he was out of shape ?,"['though', 'for']"
What may be the reason for missing so much work ?,['for']
What type of congressman would vote for this bill ?,['for']
What does Leela most likely do as a job ?,['as']
What may be the reason for them taking the bus ?,['for']
Why did you have to make some drastic and painful decisions ?,['and']
What will they do after the movie ?,['after']
What may happen after the presentation ?,['after']
What may be the reason for someone hiring someone to install the flooring ?,['for']
Why did the narrator have to wait so long because of Dad ?,['because']
What may happen if my French translator was never in the Iraqi army and can speak only English as a foreign language ?,"['if', 'as', 'and']"
What may happen during the time that i am waiting for the bus ?,['for']
What will I do next after I find someone to help ?,"['after', 'next']"
What do I need help for ?,['for']
What may have happened if I did n't adopt the rat ?,['if']
What may happen after my dad was diagnosed ?,['after']
Why might Andre have been exposed as a hypocrite ?,['as']
What does the narrator do for their work ?,['for']
What state did the narrator travel to recently for work ?,['for']
What might I do if I do n't lose weight in the future ?,['if']
What may happen in the next week ?,['next']
How did I feel after I injured my shoulder ?,['after']
What would happen if a player was on third base ?,['if']
Why do they run to the duck instead of the bunny ?,['instead']
What is the implication of the other homes going up for sale,['for']
what may happen before the initiaton for making a broadcast ?,"['before', 'for']"
Where did I meet this person and ride back home with him ?,['and']
What may be the reason for the letter making things so awkward ?,['for']
What if the ocean was not calm yesterday ?,['if']
What may be the reason for their thoughts towards the couple ?,['for']
"What are people searching for in Galveston , Texas ?",['for']
What may happen after the event ended ?,['after']
What might be true about Michelle and the narrator ?,['and']
Where is the narrator likely to end up next ?,['next']
What may have happened before their arrival ?,['before']
Why was the narrator and his partner looking to get Keisei .,['and']
What might have happened before I required assistance from the lady to complete all the neccessary paperwork,['before']
What will the narrator do after calling her mom the second time ?,['after']
What may happen after the internet company is open again ?,['after']
Why does the narrator carry such overwhelming guilt and shame ?,['and']
What may happen after the next sprinting round ?,"['after', 'next']"
What is the most likely reason for the instructions ?,['for']
What may happen after they are done explaining what 's going on with their computer ?,['after']
What may be the reason for this day being sentimental ?,['for']
Where is the narrator going to go after visiting the store ?,['after']
What is going to happen after the car wash ?,['after']
What had to have happened before they could eat ham ?,['before']
What may happen to them after they witness this ?,['after']
What may happen after the police got involved ?,['after']
What may be the reason for age restrictions being meaningless ?,['for']
What may have happened after the first five months of his life ?,['after']
What did my friend and I do after chatting through email ?,"['after', 'and']"
What will the naturalist most likely do after receiving the call ?,['after']
What might have happened if they had n't gotten the call ?,['if']
What happens when I listen to the same song over and over again ?,['and']
What might we have done after the US Senior Open ?,['after']
Why would school be cancelled because of a tropical storm ?,['because']
What nay be the reason reason for the post ?,['for']
What may be the reason for the kids playing video games ?,['for']
What may happen after the singer points and waves ?,"['after', 'and']"
What may happen after the meth labs are dismantled ?,['after']
What may happen before you check out ?,['before']
What may be the problem with the person who blew me off for the activities ?,['for']
What may be the reason for their emotions ?,['for']
What may happen if you are the odd one out ?,['if']
What will happen between the father and daughter after the cleaning ?,"['after', 'and']"
What may happen before i paint the house ?,['before']
What is the narrator 's view of politics and the news ?,['and']
What may be the reason for their fright ?,['for']
What was the narrator 's reason for going to the pharmacy ?,['for']
What did your husband do after he started planning with a buddy ?,['after']
What might have happened to him before we helped clean him up ?,['before']
What is likely for the couple in the future ?,['for']
What may be the reason for them now hearing the name before ?,"['before', 'for']"
Why did I remove my shoes and jacket ?,['and']
What may have happened if it had been cold ?,['if']
What was the narrator doing earlier in the day ?,['earlier']
What may be the reason for the prayer ?,['for']
Why did I cancel all of my plans for the weekend ?,['for']
What did I do after I set toys out to keep the kids busy ?,['after']
"What does "" Pelin because she 's Pelin "" mean in this context ?",['because']
What may happen before finding the cat in the toilet ?,['before']
What may be a reason for needing a new computer to begin with ?,['for']
What may happen after missing them on Sundays ?,['after']
"Why does the speaker finish Sandy 's school assignments for her , when she wo n't due to not liking coloring ?",['for']
What may have happened if me and the man did n't have a conservation ?,"['if', 'and']"
What may happen as the band plays together ?,['as']
what may happen before the Northern vacation ?,['before']
what may happen if I had n't gone on a Northern vacation ?,['if']
What would happen if I did n't visit Majid ?,['if']
What may happen before stopping at the pets ?,['before']
Will all work days be like this for the narrator ?,['for']
What may happens in the future now that I 'm back at work ?,['now that']
What would happen to the narrator if they get a good night sleep ?,['if']
The person traveled to Germany for a vacation .,['for']
What may be the reason for keeping the books ?,['for']
What ingredient would the narrator not take to the cooking class if they were making cake ?,['if']
What may be the reason for their trip to South Africa ?,['for']
What may be the reason why their body experiences migraines after stress ?,['after']
What may of happened if the could not get cheap flights to Puerto Rico ?,['if']
What may happen after this situation with the hotel ?,['after']
What will Cameron do once the narrator puts up the gate ?,['once']
what were Dr. Who and Dr. Torchwood signing ?,['and']
Why might the waitress be carding for ?,['for']
What may happen before we meet with our financial coach ?,['before']
What may be the reason for wanting to download ringtones ?,['for']
"After such a long night if the narrator wanted to go straight to sleep , what time did they go to bed ?","['if', 'after']"
What may be the reason for the water being so cold ?,['for']
What may happen after listening to the opponent speak ?,['after']
What is your plan for the ministry of God ?,['for']
What did they do after they moved rooms ?,['after']
What will happen later on in the season ?,['later']
What might have I and the guys done prior to this ?,['and']
Why is the narrator taking and sharing so many pictures with others ?,['and']
What may happen before eating very little food ?,['before']
What may be the reason for their upset stomach ?,['for']
Why did n't they purchase anything except the sheets ?,['except']
What will they most likely do if they see a sale at Marshall 's ?,['if']
What may happen before today ?,['before']
What may be the reason she was starved for a man .,['for']
What can be used instead of a weapon ?,['instead']
What did I do after he told me the matter has been settled,['after']
What may happen after she is reported as the theif ?,"['after', 'as']"
What is the reason a softly spoken word instead of a weapon works ?,['instead']
Why is the narrator and Liette so excited about this new area ?,['and']
What might have happened before this conversation occurred ?,['before']
What will happen next ?,['next']
What is the reason or source of the directions I heard ?,['or']
What is Liette likely to do with the sword now that she has it ?,['now that']
What may happen to me if i get blamed ?,['if']
What might I be looking for ?,['for']
Why is the narrator preparing for a big and arduous swim ?,"['and', 'for']"
Why might Liette be watching for the bandits ?,['for']
What is the narrator going to do once the work schedule lightens up ?,['once']
Why is the narrator and their friends ignoring the girls ?,['and']
What would have had to happen before this trip .,['before']
Why may the sister and her family be so stressed out ?,['and']
Why do insurance companies pay so little for care ?,['for']
What may be the reason for their illness ?,['for']
"What has lead the speaker to want to take a breather , and spend time helping Alex ?",['and']
What may happen after leaving the kids with the friend ?,['after']
What may be the reason for the ego boost ?,['for']
Why would the people in the support group refer to each other as so and so 's mom ?,"['as', 'and']"
What will happen after the mom gets settled into the room ?,['after']
What might I do after I go back to my current home ?,['after']
What will happen to the narrator around next Thursday ?,['next']
How did he get up in time for work without sleeping for two days ?,['for']
What may be the reason for their surprise ?,['for']
What may happen if I am 23 years old and have been working for one year since graduating from college ?,"['if', 'and', 'for']"
what would happen if the ringing phone had not been picked up ?,['if']
What happened to the iguana after I found him ?,['after']
What did they do after they picked their favorite stage ?,['after']
What may be a fact about this person and their boyfriend ?,['and']
What may be the reason for their scam ?,['for']
what may happen if the site does not exist ?,['if']
What may happen if she did nt press down ?,['if']
What happened before he yelled,['before']
What will the narrator do after the body is gone ?,['after']
What would happen if someone sees the horses ?,['if']
What might have happened to Rin before that she 's growing numb on her right side ?,['before']
What might happen to Manji if the wound is not treated ?,['if']
What is the next likely action for the wounded person ?,"['next', 'for']"
Why was the hand still clamped over the broad smear of blood ?,['still']
Why would Rin and Manji ride in fraught silence ?,['and']
What might happen to Manji next after all off this ?,"['after', 'next']"
What is the reason for it all coming out and leaking ?,"['and', 'for']"
Why would curious looks force her to get up and dust herself off ?,['and']
What happened to the man who lay dead next to Rin .,['next']
What might happen next ?,['next']
What is the reason things never taste as good as when you have n't had any ?,['as']
Why is Rin 's hand so pink and raw ?,['and']
Why is Manji so dour and sullen amid this scene ?,['and']
What do I intend by saying I intend to get as lubricated as I can ?,['as']
What are Rin and Manji off to do together ?,['and']
Why is Rin looking to communicate with their body and not words ?,['and']
What was he looking for in his clothes ?,['for']
Why is Manji content with sleeping for awhile now ?,['for']
What is the reason he was damp with sweat if he shivered ?,['if']
From the text only what relationship could Rin and Manji Share ?,['and']
How might Manji be feeling at the moment as he bites down on the stick ?,['as']
What would cause someone 's hand to have Fallen asleep as Rin 's has ?,['as']
"Why would people at an anime convention dress nicely , even if they were n't wearing costumes ?",['if']
Why is cj responsible for the event of my swimming ?,['for']
What did the woman do before she was excited,['before']
What may have happened for her to be excited ?,['for']
Why do you think both you and other people did n't hike much this year ?,['and']
What would happen before going to the appointment alone ?,['before']
What may happen after they arrive in Chiang Mai ?,['after']
What may be the reason for this situation ?,['for']
What may happen after they realize this ?,['after']
What are some reasons for the narrator 's annoyance at the men ?,['for']
What does the girl possibly do next in the story ?,['next']
What may happen after selling our home ?,['after']
What may happen if she lets bad things enter her mind ?,['if']
What may be discussed next by the speaker ?,['next']
What will happen between the two in the bar next ?,['next']
What will happen to the narrator after taking this class ?,['after']
What does the future have in store for the narrator academically ?,['for']
"What is the "" scary "" thing about the method people use for taking up law ?",['for']
"Why would the narrator define her Spanish professor as "" scary "" .",['as']
"What may happen after the stranger says , "" What can you do with those lips "" ?",['after']
Why is the narrator feeling stressed and anxious ?,['and']
What might the speaker and Shannon do next ?,"['next', 'and']"
What may have happened if he did not buy New Moon ?,['if']
What may be the reason for an online marketing campaign making you a profit ?,['for']
What can of animals can the narrator tolerate but does n't really like ?,['but']
What may be the reason for suddenly having trouble in the neighborhood ?,['for']
What may have happened before this situation occurred ?,['before']
What is likely to happen between the narrator and their sister ?,['and']
What may be a reason for the other person calling 911 ?,['for']
What may happen in business after we continue to grow and learn ?,"['after', 'and']"
What may be the reason for them not having any new comments ?,['for']
What did you do after the firmware update froze on step 4 or 4 ?,"['after', 'or']"
What are the parents likely to get him for his birthday ?,['for']
What may happen if he shaved again ?,['if']
Where might we have been when we were waiting for the champagne ?,['for']
what most likely happened to cause the author to leave for a hurrication ?,['for']
Where did the narrator stop for the night ?,['for']
What may be the reason for them not leaving ?,['for']
How did she feel after he said what he said ?,['after']
Why would the people bring out some wine for dinner ?,['for']
Why was the family impressed by the little girl in what she did for the family ?,['for']
Why was the person anxious and stressed as he waited for his friend ?,"['as', 'and', 'for']"
Why is there some anxiety after the doctor visit ?,['after']
What may happen after the party ?,['after']
"If one were to take the narrator out for a movie , what genre would they like ?","['if', 'for']"
What might I be planning for the furnitures ?,['for']
What happened before this kiss ?,['before']
What may Worker P be feeling after getting the news from the phone call ?,['after']
What may happen before John gets on the train ?,['before']
What may be the arts and craft I am making ?,['and']
What would say about the narrator and their level of culture ?,['and']
What did I do before I found the ticket ?,['before']
Why is it too much for me ?,['for']
What may be a reason for their pain ?,['for']
Why may the man have asked for the narrator 's name ?,['for']
What may happen after they saw the cat outside again ?,['after']
What may happen after I left . Target ?,['after']
Why does the speaker believe that this woman qualifies for sainthood ?,['for']
What may be the reason for the benefits provided to the rescue squad ?,['for']
What happens after the girl sends the word comfortable to her sister ?,['after']
What will I probably cook for my kids tonight ?,['for']
What do they want to do to get the person they are writing to as excited as they are ?,['as']
What would the narrator do if after leaving they realize there was another box ?,"['if', 'after']"
What may be the reason for them not wanting to be sentimental ?,['for']
What may be the reason for them wanting to walk everywhere now ?,['for']
What may happen if I take one of these pills ?,['if']
What may happen to me if I am able to change my mobile blog settings and log into my blog ?,"['if', 'and']"
What may have happened before I arrived in Manchester ?,['before']
What may happen after my vaccuum breaks down ?,['after']
What will happen after the narrator makes the request ?,['after']
What may happen after dragging the bike back up ?,['after']
What may happen before getting the tattoo ?,['before']
What may be the reason for them having to wake up early ?,['for']
What may be the reason for their lack of sleep ?,['for']
What may have happened before I did this ?,['before']
why will winter come after summer ?,['after']
What may happen after he moves ?,['after']
What may be the reason for them laughing about something they already read ?,['for']
what may be the reason for them no longer caring about the MLS not being accessible ?,['for']
What is going through Fritz and narrator 's minds ?,['and']
What happened after last night ?,['after']
What might I do after the cats fight ?,['after']
What may of been the reason for me to go to the hospital ?,['for']
What may be the reason why they signed up for guitar before they got a bass ?,"['before', 'for']"
What did we probably need to do next ?,['next']
How are the friends feeling after the sushi meal ?,['after']
Why did I end up happy in the end ?,['in the end']
Why was the woman not as friendly to the speaker after seeing the phone ?,"['after', 'as']"
Why was the narrator and friend near the UW campus ?,['and']
What may happen before my parents went to work ?,['before']
What may be the reason for me to hate the day care ?,['for']
What may be the reason for the hairstyle ?,['for']
What may be the reason for their dislike towards school ?,['for']
What can be said about PRO after being released ?,['after']
What may be the reason for them explaining how they 're able to hit so many balls ?,['for']
What may happen after the team meeting ?,['after']
What was the reason for the gossip ?,['for']
What may be the reason for the instructions ?,['for']
What may happen after arriving ion the small town ?,['after']
What is the narrator presently nostalgic for ?,['for']
What might the author do after craving the pie ?,['after']
What may happen after they notice the link ?,['after']
What may happen if it 's the dinosaur plush toy instead of the kitchen table ?,"['if', 'instead']"
Why is the narrator so interested in Joan Rivers and older models ?,['and']
Will you go again if the forecast calls for rain ?,"['if', 'for']"
What can be concluded about this concert venue and the duration ?,['and']
Why was n't the narrator confused as they were before ?,"['before', 'as']"
What would happen before eating lobster tacos ?,['before']
What may be the reason for me writing this ?,['for']
What may be the reason for all of the gasps ?,['for']
Why is this situation better for Fujin that hanging out in her dorm room ?,['for']
What might the person have just qualified as ?,['as']
What type of feeling am I referring to that is few and far between ?,['and']
What holiday is the narrator getting ready for ?,['for']
What may be the reason for not having enough time to think ?,['for']
What may be the reason for their improvement with swords ?,['for']
What reason might this individual have for suddenly becoming introspective ?,['for']
Why might have she been following him for a week trying to get his attention ?,['for']
What may be the reason for them cooking this dish ?,['for']
Why was the meeting not as lively as usual ?,['as']
What may happen to the writer after this ?,['after']
What will happen after dinner ?,['after']
"Hydroplaning is the last thing he remembers , what happened next ?",['next']
What may be the reason for the little boy to yell wolf ?,['for']
What may happen to the boy before the middle of the afternoon ?,['before']
What may have happened if I did not get hooked on exercise ?,['if']
How did she feel after the interview,['after']
What was she expecting before the interview,['before']
What happened after I took the photos ?,['after']
What may be the reason for losing the oars in the first place ?,['for']
Why is the person attempting to make up for not exercising on the day prior ?,['for']
What may be the reason for the dinner ?,['for']
What may happen if I take out the key and lock the doors on my new truck ?,"['if', 'and']"
Why is the narrator in the market for a new bed ?,['for']
What is the narrator 's intended goal for calling ?,['for']
What may happen after I finish writing the letter ?,['after']
What may happen after having too much to drink ?,['after']
What may have happened after I wrote my articles ?,['after']
What may happen after their bad experience ?,['after']
What caused the debris and power outage ?,['and']
what may happened if the bus driver had n't been lost ?,['if']
How was it known that the death was not a hoax after all ?,['after']
What may be the reason for them being so upset ?,['for']
What may happen after we put our dog to sleep ?,['after']
Why do I search for mortages ?,['for']
what is something the narrator does for horses ?,['for']
Where may be the narrator heading next amid this pain ?,['next']
How would taking each individual moment separately be helpful ?,['separately']
What is the narrator searching for ?,['for']
"Why was the nurse so pleased with lasik , and why did they rave about it to this extent ?",['and']
What may be the reason for her to wrap her arms on Cub ?,['for']
Why might Holly have fallen asleep before anyone else ?,"['before', 'else']"
