sentence,keyword
The economist's reasoning is flawed because the economist takes for granted that,"['because', 'for']"
"Which of the following, if true, would provide the strongest support for the position held by industry officials?","['if', 'for']"
"Each of the following, if true, would weaken the columnist's argument EXCEPT:",['if']
The conclusion above is unwarranted because,['because']
The statement that contamination of lakes and rivers from pollutants in rainwater runoff exceeds that from industrial discharge plays which one of the following roles in the argument?,['and']
"Which one of the following principles, if established, helps most to justify Scott's evaluation of the psychiatrist's actions?",['if']
"Which of the following would, if true, most help to explain the strategy of the plant breeders referred to above?",['if']
"Which one of the following, if true, adds the most support for the archaeologist's hypothesis?","['if', 'for']"
"Which of the following, if true, would, together with the information above, provide the best basis for the claim that the charred bone fragments are evidence of the use of fire by early hominids?","['if', 'for']"
"Which one of the following, if true, most helps to explain the increased likelihood that an unemployed retiree will have a heart attack on a Monday?",['if']
Which one of the following most accurately expresses the role played in the argument by the claim that television is so important politically and culturally?,['and']
"Which of the following, if true, most helps explain why there is no need for lizards to guard their tunnels for more than a few days?","['if', 'for']"
"Which one of the following, if true, provides the strongest support for the explanation?","['if', 'for']"
"Which one of the following principles, if valid, most helps to justify the ethicist's claims?",['if']
"Which of the following, if true, most logically complete the argument?",['if']
"The principle invoked by the credit card companies would, if established, be most usefully invoked in which one of the following arguments?",['if']
"Which of the following, if true, casts the most doubt on the doctor's conclusion?",['if']
"Each of the following, if true, weakens the resident's argument EXCEPT:",['if']
The ethicist's conclusion follows logically if which one of the following is assumed?,['if']
"As applied to the act of translating poetry from one language into another, the analogy above can best be understood as saying that",['as']
"Which one of the following principles, if valid, most helps to justify the bookstore owner's argumentation?",['if']
Annie and Matilda disagree about whether,['and']
"Which one of the following, if true, most seriously weakens the researchers' argument?",['if']
The reasoning above is most vulnerable to criticism because it,['because']
"Which of the following, if true, casts the most serious doubt on the adequacy of the Arundian politicians' justification for the proposed legislation?","['if', 'for']"
"Which of the following, if true, most weakens the dentists' claims?",['if']
"If the claim made by people opposed to the new legislation is true, which one of the following is a principle that, if established, would do the most to justify opposition to the new legislation on the basis of that claim?",['if']
The conclusion can be properly drawn if which one of the following is assumed?,['if']
"Which of the following, if true during the last three years, contributes most to a resolution of the apparent discrepancy above?",['if']
"Which one of the following, if true, most helps to reconcile the apparent conflict described above?",['if']
"Which of the following, if true, casts the most serious doubt on the course of action recommended for parents?","['if', 'for']"
"Which one of the following, if true, most strengthens the researchers' reasoning?","['if', 'if then']"
"This may not be a narrative, but what medically trained specialist can deny the existence of that myth? Which one of the following most accurately characterizes Giselle's response to Joel's statement?",['but']
The argument's conclusion follows logically from its premises if which one of the following is assumed?,['if']
"Which of the following, if true, most strongly supports the argument?",['if']
"Which of the following, if true, most seriously calls into question the plan's chances for success?","['if', 'for']"
"If both G's assertions and H's assertion are true, which one of the following must also be true?","['if', 'and']"
"In determining the impact on company profits of using potassium chloride in place of common salt, it would be important for Tanco to research all of the following EXCEPT:",['for']
"Which of the following, if true, best explains the situation described above?",['if']
"Which one of the following statements, if true, would most strengthen the argument?","['if', 'if then']"
"Which one of the following, if true, most seriously weakens the reasoning above?",['if']
"Which of the following, if true, helps LEAST to resolve the apparent discrepancy noted above?",['if']
"Which one of the following, if true, most weakens the commentator's argument?",['if']
"Which of the following, if true, provides the strongest support for the manufacturer's position?","['if', 'for']"
"Which one of the following, if true, could contribute most to explaining the discrepancy between the reported percentages?",['if']
"Science Academy study: It has been demonstrated that with natural methods, some well-managed farms are able to reduce the amounts of synthetic fertilizer and pesticide and also of antibiotics they use without necessarily decreasing yields; in some cases yields can be increased.",['and']
"Which of the following, if true about the United States between 1995 and 2000, most helps to explain why the fatality rate decreased in spite of the increase in average highway speeds?","['if', 'and']"
"Which of the following, if true in Verland, most seriously undermines the force of the evidence cited?",['if']
The conclusion above is properly drawn if which of the following is assumed?,['if']
"Which of the following is an assumption that, if true, would allow the conclusion above to be properly drawn?",['if']
"Which one of the following, if true, most weakens the educator's argument?",['if']
"Which one of the following, if true, most seriously undermines the conclusion drawn in the argument above?",['if']
"Which one of the following, if true, most helps to account for the response of auto safety experts to the popularity of SUVs?","['if', 'for']"
"The environmentalist's statements, if true, best support which of the following as a conclusion?","['if', 'as']"
"Each of the following, if true, supports the zoologist's reasoning EXCEPT:",['if']
The answer to which of the following would be most useful for evaluating the community activist's reasoning?,['for']
"Each of the following, if true, contributes to an explanation of the skewed distribution of lamps EXCEPT:",['if']
"Based on the text above, which of the following can be assumed about Carol and Kenny's investment strategies?",['and']
"Which of the following would, if true, most strongly suggest that the plan, if implemented, would increase the overall efficiency of PhishCo's farms?","['if', 'overall']"
The conclusion of the salesperson's argument is most strongly supported if which one of the following is assumed?,['if']
The point at issue between Aaron and Belinda is whether,['and']
"Which of the following would, if true, most help to explain the strategy of True Clothing referred to above?",['if']
"Which of the following, if true, helps to explain the Yorgorian Paradox?",['if']
"Which one of the following, if true, would most strengthen the reasoning in the argument?","['if', 'if then']"
"Which of the following, if true, would best support the anthropologists' conclusion?",['if']
"Which one of the following, if true, most helps to explain how both of the claims made above could be true?",['if']
"Which of the following, if true of Berinia, most helps to resolve the apparent discrepancy?",['if']
"&gt; Which of the following, if true, will most seriously weaken the conclusion drawn above?",['if']
"Which one of the following, if true about East Wendell, shows that the explanation above is at best incomplete?",['if']
"Which of the following, if true, casts most doubt on the conclusion of the argument?",['if']
"If the statements above are true, which one of the following must also be true on the basis of them?",['if']
"Which one of the following, if true, most seriously undermines the conclusion drawn from the new evidence?",['if']
Alia and Martha disagree on whether,['and']
"Which one of the following principles, if accepted, would contribute most to Shanna's defense of her position against that of Jorge?",['if']
"Which one of the following, if true, most weakens the science columnist's explanation for the claim that humans have so many diseases in common with cats?","['if', 'for']"
"Each of the following, if true, strengthens the doctor's argument EXCEPT:","['if', 'if then']"
"Which of the following, if true, most strongly supports the hypothesis that Codex Berinensis was produced in 1148?",['if']
"Which one of the following, if true, most helps to justify the company president's criticism of the human resources department's proposal?",['if']
"If all of the statements in the passage are true, which one of the following must also be true?",['if']
Goswmi and Nordecki disagree over the truth of which one of the following statements?,['and']
"Which of the following, if true, would most seriously weaken the archaeologist's argument?",['if']
"Which of the following would, if true, most strengthen the likelihood that the manager's plan will achieve its goal?","['if', 'if then']"
The conclusion of the argument can be properly drawn if which one of the following is assumed?,['if']
"Which of the following, if true, most seriously weakens the researcher's conclusion?",['if']
"Each of the following, if true, weakens the argument above EXCEPT:",['if']
"Which one of the following, if true, most seriously casts doubt on the wisdom of this recommendation?",['if']
"If the claims above are true, which one of the following must, on the basis of them, be true?",['if']
"Which one of the following statements, if true, most seriously weakens the commentator's argument?",['if']
The reasoning is questionable because it ignores the possibility that,['because']
"Which one of the following, if true, provides the most additional support for the argument?","['if', 'for']"
"Which of the following, if true, most helps to explain the disproportionate increase in customer complaints?",['if']
"Which one of the following, if true, would most weaken the conclusion above?",['if']
"Which of the following, if true, provides the most effective support for the argument?","['if', 'for']"
Which one of the following is the main point at issue between the hospital auditor and the clinic administrator?,['and']
"The statements above, if true, most strongly support which conclusion?",['if']
"The proposal above, once put into effect, would be most likely to result in continued scheduling conflicts for which one of the following groups?","['once', 'for']"
"Which one of the following, if true, would weaken the argument?",['if']
"Which of the following, if true, would most weaken the conclusion drawn above?",['if']
Victor's response does not succeed as a rebuttal of Lenore's argument because his response,"['because', 'as']"
"Which one of the following, if true, would most strengthen the researchers' reasoning?","['if', 'if then']"
"Each of the following, if true, helps to resolve the apparent paradox above EXCEPT:",['if']
The point at issue between the motorcoach driver and the police officer is whether,['and']
"If the statements above are true, which one of the following claims is most strongly supported by them?",['if']
That a migration from Africa and the Middle East to China occurred at least one million years ago figures in the above reasoning in which one of the following ways?,['and']
"Which one of the following, if true, most seriously undermines the argument's reasoning?",['if']
"Each of the following, if true, contributes to a resolution of the apparent discrepancy described above EXCEPT:",['if']
"Which one of the following, if true, best reconciles the discrepancy described above?",['if']
"If the statements above are true, each of the following could be true EXCEPT:",['if']
The attorney's argument is fallacious because it reasons that,['because']
In which one of the following instances does the extract from the lease most strongly support the view that the tenant is not required to pay for the damage?,['for']
"The critic's statements, if true, most strongly support which one of the following?",['if']
"Which one of the following, if true, most strongly supports the argument?",['if']
The argument is flawed because it overlooks each of the following possibilities EXCEPT:,['because']
"Which of the following , if true casts the most serious doubt on the rail executive's argument?",['if']
"Which of the following, if true, provides the most support for the conclusion?","['if', 'for']"
"If the statements above are true, which one of the following is most strongly supported by them?",['if']
"Which one of the following, if true, would most help to resolve the puzzle described above?",['if']
The reasoning is flawed because it,['because']
"Which one of the following, if true, does most to account for the increase in the rate of population decline described above?","['if', 'for']"
"Which one of the following, if true, does most to explain why the estimates remain virtually unchanged?",['if']
"Each of the following, if true, would strengthen the consumer advocate's argument EXCEPT:","['if', 'if then']"
"Which one of the following principles, if valid, most helps to justify the lawyer's analysis?",['if']
"Which of the following, if true, most helps to explain why the time spent washing clothes increased in rural areas?",['if']
"The statements above, if true, provide support for each of the following EXCEPT:","['if', 'for']"
"Which of the following, if true, most strongly supports the pharmaceutical industry's argument against the challenge made above?",['if']
"Which one of the following arguments, if true, most strengthens the geologist's argumentation?","['if', 'if then']"
"Which of the following, if true, most helps to explain the surprising finding?",['if']
"If the statements above are true, which of the following must also be true on the basis of them?",['if']
"Which of the following statements, if true, would support the criticism of the Industry Analyst?",['if']
The reasoning is flawed because the argument,['because']
The dialogue provides most support for the claim that the student and the professor disagree over whether,"['and', 'for']"
"Which one of the following, if true, would constitute the strongest objection to the executive's argument?",['if']
Which one of the following most accurately expresses the point at issue between Efraim and Felicity?,['and']
"Which one of the following, if assumed, most helps to justify the application of the principle?",['if']
Which one of the following most accurately describes the role played in the argument by the claim that a band signed with a major label does not need to assume nearly as much risk as it would if it produced its own records independently?,"['if', 'as']"
"Which of the following, if true, calls into question the conservationist's prediction?",['if']
The reasoning in newspaper company X's president's argument is flawed because the argument,['because']
Which one of the following most accurately expresses the overall conclusion drawn in Brianna's argument?,['overall']
"Which one of the following, if true, would most strengthen the researcher's argument?","['if', 'if then']"
"Which of the following, if true, would provide the strongest grounds for the public health officials' reluctance?","['if', 'for']"
"If the sales figures cited by the accountant and the sales manager are both accurate, which one of the following must be true?","['if', 'and']"
"Which one of the following, if true, justifies the above application of the policy?",['if']
"If the information above is correct, which of the following conclusions can properly be drawn on the basis of it?",['if']
"If the information above is correct, which one of the following conclusions can be properly drawn on the basis of it?",['if']
"Which one of the following statements, if true, most weakens the critic's argument?",['if']
"The forester's statements, if true, most strongly support which one of the following?",['if']
"Which of the following, if true, most helps to explain the disproportionate increase in traffic fatalities?",['if']
"Which one of the following principles, if established, would justify the proposal put forth by Walter?",['if']
"The medical school professor's statements, if true, most strongly support which one of the following?",['if']
"Which one of the following, if true, most helps to reconcile the safety experts' belief with the apparently contrary evidence described above?",['if']
"Each of the following, if true, contributes to an explanation of the difference in marathon performances described above EXCEPT:",['if']
"Which one of the following, if true, most helps to explain the surprising fact?",['if']
"Which of the following, if known, would be most relevant to evaluating the claim above about how new coal-burning plants could save money?",['if']
The analysis provided for this situation is most similar to which of the following situations?,['for']
"Which one of the following, if true, would most weaken the argument?",['if']
The reasoning in the argument is weak because the argument,['because']
"Which one of the following, if true, provides the most support for the meteorologist's argument?","['if', 'for']"
"The economist's statements, if true, most strongly support which one of the following?",['if']
The argument's reasoning is questionable because the argument,['because']
"If the statements in the passage are true, then which one of the following must also be true?",['if']
"Which one of the following, if true, would most weaken the ethicist's argument?",['if']
"Which one of the following, if true, most seriously weakens the representative's implied argument that the public need not be concerned about the leak?",['if']
"Which one of the following, if true, most strengthens the support for the scientists' hypothesis?","['if', 'for', 'if then']"
Which one of the following is an assumption that the argument requires in order for its conclusion to be properly drawn?,['for']
"If the statements above are true, then each of the following could be true EXCEPT:",['if']
The reasoning in the consumer advocate's argument is flawed because this argument,['because']
Which of the following hypotheses best accounts for the findings of the experiment?,['for']
"Which of the following, if true, most seriously undermines the argument offered in refutation of the environmentalists' prediction?",['if']
"Which of the following, if true, most strongly weakens the editorial's argument?",['if']
"Which one of the following, if true, adds the most support to the argument?",['if']
Which one of the following most accurately describes the role played in the astrologer's argument by the statement that scientific studies cannot be used to disprove a correlation between personality type and any other phenomenon?,['and']
"Each of the following, if true, helps to resolve the apparent discrepancy above EXCEPT:",['if']
"That claim is false, however, since according to Moviemania's own sales figures, Moviemania sold 5 percent more popcorn last year than in the previous year. <br>Which of the following, if true, most strongly supports the argument against Moviemania's claim?",['if']
"Which one of the following, if true, most strengthens the safety consultant's argument?","['if', 'if then']"
"Which of the following, if true, would best support the conclusion that some ingredient of the sweetener was responsible for the experimental results?","['if', 'for']"
"Which of the following, if true, most strongly supports the restorers' hypothesis?",['if']
"Which one of the following, if true, most helps to explain why trees of the rarest species tend to survive longer than trees of the most common species?",['if']
"The principle above, if valid, most strongly supports which one of the following arguments?",['if']
"Which one of the following, if true, most helps to explain why the astronomer's estimates of the stars' distances from Earth help resolve the earlier conflict between the ages of these stars and the age of the universe?","['if', 'earlier', 'and']"
"Which of the following, if true, most helps to explain the apparent discrepancy?",['if']
"If all the statements above are true, which of the following must also be true?",['if']
"If the statements above are true, which one of the following, if also true, would most strongly support the conclusion that the fragile hind limbs are remnants of limbs that land-dwelling whales once had?","['once', 'if']"
Which one of the following is most strongly supported if all of the statements above are true?,['if']
Franklin's and Tomeka's statements provide the most support for holding that they disagree about the truth of which one of the following?,"['and', 'for']"
The conclusion cited above does not follow unless,['unless']
"Which one of the following, if true, most calls into question the researchers' conclusion?",['if']
"Which of the following, if true, provides the best basis for a rebuttal of the criticism?","['if', 'for']"
"Which of the following, if true, most helps to explain the decline in the incidence of pellagra?",['if']
The art critic's reasoning is most vulnerable to the criticism that it takes for granted that,['for']
Which one of the following correctly describes both an error in Terry's reasoning and an error in Pat's reasoning?,['and']
"Which one of the following, if true, most strengthens the columnist's reasoning?","['if', 'if then']"
"The Professor's statements, if true, most support which one of the following?",['if']
"If the critic's statements are true, each of the following could be true EXCEPT:",['if']
"Which one of the following, if true, most helps to explain the unexpected result described above?",['if']
"Which of the following, if true, provides the strongest support for the hypothesis that trace impurities in the iron are essential for the production of Damascus blades?","['if', 'for']"
"Which one of the following, if true, most weakens the economist's argument?",['if']
"Which one of the following, if true, does most to justify the apparently contradictory conclusion above?",['if']
Which one of the following is an assumption on which the argument depends for its conclusion to be properly drawn?,['for']
"The statements above, if true, provide the most support for which of the following conclusions?","['if', 'for']"
The conclusion drawn follows logically from the premises if which one of the following is assumed?,['if']
"Which of the following, if true, is the best reason for dismissing the senator's claim that Jones is highly qualified?","['if', 'for']"
Which one of the following most accurately expresses the conclusion of the argument as a whole?,['as']
"Which one of the following, if true, most helps to explain the tendency of corrections in the scientist's field to favor Jones 's theory?",['if']
"Each of the following, if true, would help to explain the situation described above EXCEPT:",['if']
"Which one of the following, if true, most helps to explain why cuttlefish use startle displays?",['if']
"If the critic's statements are true, then on the basis of them which one of the following CANNOT be true?",['if']
"Which of the following, if true, most logically completes the reasoning in the passage?",['if']
"If the sociologist's statements are true, then each of the following statements could be true EXCEPT:",['if']
Aisha's conclusion follows logically if which one of the following is assumed?,['if']
"Which one of the following, if true, helps to explain why the city's water shortage was not alleviated by the first of July?",['if']
The passage provides the most support for which one of the following?,['for']
"Which one of the following principles, if valid, most helps to reconcile the apparent conflict among the prime minister's claims?",['if']
The reasoning in the local citizen's argument is flawed because this argument,['because']
"Nevertheless, a methanol-powered car actually produces less atmospheric formaldehyde pollution than a comparable gasoline-powered car, because .",['because']
"The statements above, if true, most strongly support which one of the following hypotheses?",['if']
"Which one of the following, if true, contributes most to an explanation of the difference in the planned versus the actual reduction in the workforce?",['if']
"which of the following, if true, most strengthens the argument in the advertisement?","['if', 'if then']"
"Which one of the following principles, if valid, provides the most support for the legal theorist's argument?","['if', 'for']"
"The statements above, if true, best support which of the following conclusions?",['if']
"Which one of the following, if true, would most strengthen the medical doctor's argument?","['if', 'if then']"
"Which one of the following, if true, most helps to resolve the apparent paradox in the information above?",['if']
"If all of the statements above are true, which one of the following must be true?",['if']
"Which of the following, if true, most seriously calls Scott's hypothesis into question?",['if']
"Which of the following, if true, would most seriously weaken the researchers' reasoning?",['if']
"Which one of the following, if true, most undermines the researchers' conclusion?",['if']
"The statements above, if true, would provide the strongest support for which one of the following hypotheses?","['if', 'for']"
"Which one of the following, if true, most helps to explain the apparently paradoxical result?",['if']
"Which of the following, if true, most helps to justify the psychologists' position?",['if']
"Which one of the following, if true, most weakens L. E. 's argument?",['if']
"If the journalist's statements are true, then each of the following could be true EXCEPT:",['if']
Richard and Jung-Su disagree over whether,['and']
"Which one of the following, if true, most supports the archaeologists' claim?",['if']
"The statements in the passage, if true, most strongly support which one of the following?",['if']
"Which one of the following is most strongly supported by the commentator's statements, if they are true?",['if']
"The statement above, if true, most strongly support which one of the following?",['if']
"Which one of the following principles, if valid, most helps to justify the reasoning in the argument above?",['if']
"Which one of the following, if assumed about the economist's country, allows the economist's conclusion to be properly drawn?",['if']
"Which of the following, if true, most substantially weakens the argument?",['if']
"Which one of the following, if true, most helps to resolve the apparent conflict in the statements above?",['if']
"Each of the following, if true, weakens the argument that teenagers lack basic driving skills EXCEPT:",['if']
"Which of the following would, if true, provide the strongest explanation for the researchers' reaction?","['if', 'for']"
"Which one of the following, if true, could be used by Cora to counter Bernard's rejection of her explanation?",['if']
"Which one of the following principles, if valid, would most help to justify Tatiana's decision?",['if']
"Which one of the following, if true, most helps to justify the environmentalists' position?",['if']
"Which of the following plans, if put into effect, has the best prospect of making Patrick's weekly income both uniform and adequate?","['if', 'and']"
"Which one of the following most accurately describes the role played in the argument by the statement that if Thrinaxodon had whiskers, it clearly also had hair on other parts of its body, which would have served as insulation that regulated body temperature?","['if', 'as']"
"Which one of the following, if true, would most seriously weaken the argument in the passage?",['if']
The pundit's argument is flawed because it takes for granted that,"['because', 'for']"
"Each of the following, if true, strengthens the historian's argument EXCEPT:","['if', 'if then']"
"Which of the following, if true, most weakens the company's reasoning?",['if']
The producer's conclusion is properly inferred if which one of the following is assumed?,['if']
"On the basis of their statements, Claude and Thelma are committed to agreeing about which one of the following?",['and']
"Which of the following, if true, forms the best basis for at least a partial explanation for the pattern of bankruptcy shown by the tax records?","['if', 'for']"
"Which of the following, if true, provides the most support for the transit authority's expectation of reducing the subway system's operating deficit?","['if', 'for']"
"Which one of the following, if true, most strengthens the columnist's argument?","['if', 'if then']"
"If the statements above are true, which of the following must also be true about United States residents who took trips for pleasure in 1997?","['if', 'for']"
"The information above, if true, most strongly supports which one of the following?",['if']
Naima and Nakai disagree with each other over whether,['and']
"Which one of the following, if true, most undermines Terry's objection to Robin's analysis?",['if']
"if true, most strengthens the argument?","['if', 'if then']"
It can be properly inferred from the passage that if the press is,['if']
"Which of the following, if true, most helps to explain exception noted above?",['if']
"Which one of the following, if true, most helps to resolve the apparent discrepancy indicated above?",['if']
"If the statements above are true, which one of the following must on the basis of them be true?",['if']
"The statements above, if true, most support which one of the following?",['if']
"Each of the following, if true, strengthens the Umatilla's claim to the remains EXCEPT:","['if', 'if then']"
"Which of the following, if true of Aqadestan, provides most support for the health officials' hypothesis?","['if', 'for']"
"Which one of the following, if true, most helps to explain why the profits of businesses that did not use customer surveys did not decline while the profits of those that used surveys did decline?",['if']
This stadium design would be unlikely to increase the pleasure the spectators take from live games if they enjoyed,['if']
"Which of the following, if true, most seriously threatens the success of the government's plan?",['if']
"The parasitic-connection hypothesis, if true, most strongly supports which one of the following?",['if']
In which one of the following exchanges is the logical relationship between Jordan's and Terry's statements most similar to the logical relationship between their statements above?,['and']
"Which of the following, if true, would best explain why the policy produced the reverse of its intended effect?",['if']
"Which one of the following, if true about the last year, most seriously weakens the argument?",['if']
"Which one of the following, if true, would most support the researcher's hypothesis?",['if']
"The principle stated above, if valid, most helps to justify the reasoning in which one of the following arguments?",['if']
Vanwilligan's conclusion follows logically if which one of the following is assumed?,['if']
"Which of the following, if true, most logically completes the argument?",['if']
"Which one of the following principles, if valid, most helps to justify the columnist's argument?",['if']
"Which one of the following, if true, indicates a weakness in the manufacturer's argument?",['if']
The conclusion for the argument is properly drawn if which one of the following is assumed?,"['if', 'for']"
"Which one of the following, if true, most helps to justify the advocates' contention?",['if']
"Each of the following, if true, would weaken the editorialist's argument EXCEPT:",['if']
The final conclusion above follows logically if which one of the following is assumed?,['if']
"Which one of the following principles, if valid, most helps to justify the sociologist's reasoning?",['if']
"Each of the following, if true, contributes to an explanation of the increase mentioned above EXCEPT:",['if']
Which one of the following most accurately describes the role played in the argument by the claim that the best jazz singers use their voices much as horn players use their instruments?,"['as', 'much as']"
Which one of the following most accurately expresses the main point at issue between Tom and Martha?,['and']
"Which of the following, if true, most strongly supports the prediction that the marketing director's first measure will contribute to meeting the goal of boosting sales?",['if']
"Which one of the following principles, if valid, most justifies the lecturer's classification of the generalization described above?",['if']
"Which one of the following, if true, most supports the researchers' hypothesis?",['if']
"Which one of the following, if true, most helps to explain the difference between the two lemur populations with respect to winter activity patterns?",['if']
"Which of the following, if true, most seriously weakens the reasoning?",['if']
"Which of the following, if true, most helps to justify the wildlife agency's approval of the permits, given the concerns voiced by some residents?",['if']
"Which one of the following, if true, does the most to justify the conclusion of the resident's argument?",['if']
The reasoning in the pundit's argument is questionable because the argument,['because']
Which one of the following is a point of disagreement between Meli and Sam?,['and']
"If the statements above are all true, they most strongly support which of the following conclusions?",['if']
"If the statements above are true, each of the following must also be true on the basis of them EXCEPT:",['if']
"Each of the following, if true, would weaken the argument advanced by the city councilors EXCEPT:",['if']
"If the statements above are all true, which one of the following must also be true?",['if']
"Each of the following, if true, supports the cognitive psychologists' hypothesis EXCEPT:",['if']
"Which of the following considerations would, if true, most strongly support the hypothesis that the plan, if implemented, will produce low-cost electricity from dye-sensitive solar cells?",['if']
"Which of the following, if true, would most weaken the conclusion above?",['if']
"Which one of the following, if assumed, allows the argument's conclusion to be properly drawn?",['if']
"Which one of the following, if true, most strongly counters the doctors' claim?",['if']
"Which of the following, if true, best explains the reason for the apparent discrepancy described above?","['if', 'for']"
The analysis provided for the situation above is most appropriate for which one of the following situations?,['for']
"Which of the following, if true, casts most doubt on the conclusion above?",['if']
Which one of the following statements is consistent with the biologist's claim but not with the politician's claim?,['but']
"If the essayist's statements are true, then each of the following could be true EXCEPT:",['if']
"Which of the following, if true, would most support the scholar's hypothesis concerning the date of the Testament?",['if']
Gabriella and Ivan disagree about whether,['and']
The relevance of the evidence cited by the government officials in support of their position would be most seriously undermined if it were true that,['if']
The claim that a society is stable only if its laws tend to increase the happiness of its citizens plays which one of the following roles in the argument?,['if']
"Which of the following, if true, most seriously weakens the argument in the advertisement?",['if']
"If the inventor's statements are true, which one of the following must also be true?",['if']
Which of the following contributes most to an explanation of the difference between gecko populations in urban and rural areas?,['and']
"Which one of the following principles, if valid, most helps to justify the columnist's judgment that the legislator's proposal is unacceptable?",['if']
"If the statements above are true, then which one of the following must be true?",['if']
"Of the following, which one, if true, is the strongest counter Patricia can make to Tamara's objection?",['if']
"If the statements above are true, than each of the following statements could also be true EXCEPT:",['if']
"Which one of the following, if true, most weakens the medical researcher's argument?",['if']
"Which one of the following, if true, provides the most support for the scientist's hypothesis?","['if', 'for']"
"Which one of the following, if true, does NOT help resolve the apparent discrepancy between the safety report and the city's public safety records?","['if', 'and']"
"If the statements above are true, which one of the following would also have to be true?",['if']
"Which one of the following, if true, most helps to support the argrument?",['if']
"The information given, if true, most strongly supports which of the following?",['if']
"For there to be a market for Micro-Mechanics' chip as a result of the apparent advantage described above, each of the following would have to be true EXCEPT:","['as', 'for', 'as a result']"
"Which one of the following, if true, would most help to resolve the apparent inconsistency in the mayor's claims about new recycling projects?",['if']
"Which one of the following, if true, most weakens the professor's argument?",['if']
The thing at issue between the high school class president and the mayor is whether,['and']
"Which one of the following, if true, most seriously weakens the police commissioner's argument?",['if']
"Which of the following, if true, would most strongly support the consultants' proposal?",['if']
"Which one of the following, if true, would most seriously weaken the criminologist's argument?",['if']
The argument's reasoning is questionable because the argument fails to demonstrate that,['because']
"Which one of the following, if true, most helps to explain the statistical claim cited above?",['if']
"Which one of the following, if true, could be substituted for the reason cited above while still preserving the force of the argument?","['if', 'still', 'for']"
"Which of the following, if true, does the most to explain the situation described?",['if']
"Which one of the following, if true, would be most damaging to the explanation given above for the decline in newspaper reading?","['if', 'for']"
"Which one of the following principles, if valid, most clearly helps to justify the argument above?",['if']
"Which of the following, if true, casts the most doubt on the prediction about Light-Line's prospects?",['if']
"Which one of the following, if true, most helps to reconcile the apparent discrepancy described above?",['if']
"Which of the following, if true, presents the most serious potential weakness of the plan?",['if']
"Which one of the following principles, if accepted, would provide the strongest justification for the conclusion?","['if', 'for']"
The dialogue provides the most support for the claim that Nick and Pedro disagree over whether,"['and', 'for']"
The reasoning in the argument is flawed because the argument takes for granted that,"['because', 'for']"
"Which one of the following, if true, most strongly supports the scientists' hypothesis?",['if']
"Each of the following, if true, weakens the official's argument EXCEPT:",['if']
"Which one of the following, if true, adds the most support for the hypothesis?","['if', 'for']"
"The Daily Gazette If The Daily Gazette denies each of the following subscriber's requests, each of the denials could be justified solely on the basis of the policy stated above EXCEPT:",['if']
"The researcher's statements, if true, most strongly support which one of the following?",['if']
"Which one of the following, if true, most strengthens the botanist's argument?","['if', 'if then']"
"Which one of the following, if true, best helps to explain why the sale of the company's cologne dropped that year?",['if']
"Which one of the following, if true, most strongly supports the explanation above?",['if']
"Which one of the following principles, if valid, most strongly supports the reasoning above?",['if']
"Which one of the following, if true, contributes most to explaining the paradoxical findings above?",['if']
"On the basis of their statements, Price and Albrecht are committed to disagreeing about whether",['and']
"Which one of the following, if true, most weakens the editorial's argument?",['if']
The reasoning in Catmull's argument is flawed because the argument,['because']
"If the statements above are true, which one of the following statements must also be true?",['if']
"Which one of the following, if true, argues most strongly for the inclusion of the antidilution provision of the law?","['if', 'for']"
"If the statements above are true, which of the following can properly be concluded on the basis of them?",['if']
The columnist's conclusion follows logically if which one of the following is assumed?,['if']
"Which of the following, if true, would cast the most doubt on the viability of the college administrators' plan described above?",['if']
"Which of the following statements, if true, would best explain the 1984 decrease in productivity?",['if']
"Which one of the following, if true, provides the most support for the proposal?","['if', 'for']"
"Which one of the following, if true, LEAST helps to explain the silver ant's choice of scavenging times?",['if']
"Which one of the following, if true, most helps to explain the difference in the ages of the cedars on cliff faces and those in forests?","['if', 'and']"
"As a response to the challenger, the mayor's answer is flawed in that it",['as']
Marsha's claim that it is possible for governments to manipulate people into thinking that they have a say when they do not is used to,['for']
"If the statements above are all true, which of the following conclusions is best supported by them ?",['if']
"Which one of the following, if true, most strongly supports the conservationists' argument?",['if']
"Which of the following, if true, most seriously weakens the planner's argument?",['if']
"Which of the following, if true, most strongly supports the psychologists' interpretation of the study?",['if']
The claim that generic food brands whose packaging closely resembles the name brand versions are not successful at luring the name brand products' customers unless the quality of the product is the same plays which one of the following roles in Linda's argument?,['unless']
The explanation offered above for the low esteem in which scientific popularizers are held by research scientists assumes that,['for']
"Which one of the following factors, if true, would LEAST contribute to an explanation of the discrepancy described above?",['if']
"Which of the following, if true, most seriously undermines the prediction?",['if']
"Which one of the following, if true, does most to explain why the water of Lake Laberge currently contains high levels of toxaphene?",['if']
"Each of the following, if true, helps to account for the greater cost of modular furniture EXCEPT:","['if', 'for']"
"Which one of the following, if true, most strengthens the argument that the administration's explanation is not believable?","['if', 'if then']"
"The information above, if accurate, argues most strongly against which of the following claims?",['if']
The conclusion drawn by the economist is properly inferred if which one of the following is assumed?,['if']
"Which of the following, if true, provides the best evidence that it was human migration and not climatic change that precipitated the extinctions?","['if', 'and']"
Which one of the following is the point at issue between Dr. Bradshaw and Dr. Hobbes?,['and']
"Which one of the following, if true, would best challenge the conclusion of the passage?",['if']
